CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_Book,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
711851583,50,M,2,Graduate,Married,"$120K +",42,8220,1015,4794,77,0.123
716689383,39,F,2,Graduate,Married,"$40K - $60K",26,3649,929,3964,77,0.255
710115108,45,F,2,Graduate,Unknown,"$40K - $60K",37,5562,1556,4568,76,0.28
816761433,36,M,2,College,Single,"$80K - $120K",31,5821,764,5291,96,0.131
714869958,55,M,2,Uneducated,Single,"$120K +",36,29795,2364,3949,71,0.079
718108758,43,M,2,Unknown,Single,"$60K - $80K",36,6039,1759,4538,86,0.291
709408983,54,M,2,"High School",Married,"$120K +",42,5256,889,5078,91,0.169
716007708,48,M,2,Graduate,Married,"$120K +",37,8956,1279,4814,73,0.143
709253433,50,F,2,Uneducated,Married,"$40K - $60K",41,10946,1912,2448,58,0.175
789420933,39,F,2,Uneducated,Married,"Less than $40K",30,3108,778,4130,87,0.25
758340108,39,F,2,Graduate,Single,"Less than $40K",29,10024,913,3906,78,0.091
771735933,48,M,2,"High School",Married,"$80K - $120K",36,10761,1722,4731,82,0.16
713456583,45,M,2,"High School",Married,"$80K - $120K",37,34516,1495,3247,70,0.043
718755483,44,M,2,"High School",Married,"$60K - $80K",36,7317,959,5082,86,0.131
719898108,57,F,2,Doctorate,Married,"$40K - $60K",41,3667,809,5322,79,0.221
826548708,50,M,2,Graduate,Single,"$80K - $120K",46,5965,622,4637,91,0.104
716060358,53,F,2,Graduate,Married,"$40K - $60K",45,4621,913,4952,82,0.198
708959583,47,M,2,"High School",Married,"$60K - $80K",39,9389,727,3415,84,0.077
794227308,56,M,2,College,Married,"$80K - $120K",50,10214,1433,4493,79,0.14
717853233,41,M,2,College,Married,"$80K - $120K",31,3306,706,4772,76,0.214
720326733,55,M,2,Graduate,Single,"$120K +",47,16258,865,3761,58,0.053
712228458,50,M,2,Unknown,Unknown,"$120K +",32,25645,1083,4302,63,0.042
718513233,59,M,2,Graduate,Single,"$120K +",48,17999,1861,4740,78,0.103
710110683,52,M,2,College,Married,"$60K - $80K",36,7879,1007,4844,83,0.128
715148658,51,F,2,Graduate,Married,"Less than $40K",43,3683,1039,4684,86,0.282
719377383,40,M,2,College,Single,"$60K - $80K",28,10880,2025,4957,90,0.186
814987983,37,F,2,College,Single,"$40K - $60K",32,3680,683,4835,77,0.186
720593583,39,F,2,Doctorate,Divorced,"Less than $40K",32,3554,747,5152,90,0.21
710832108,52,F,2,Unknown,Single,"$40K - $60K",44,9017,2359,4552,81,0.262
716033508,46,M,2,Graduate,Single,"$60K - $80K",34,6272,1434,4514,66,0.229
812235108,44,F,2,Graduate,Unknown,"Less than $40K",39,4057,755,4301,58,0.186
770929383,41,M,2,Graduate,Single,"$60K - $80K",28,7293,993,4828,82,0.136
719019483,46,F,2,College,Unknown,"Less than $40K",36,13427,1507,4266,63,0.112
712615008,46,M,2,Graduate,Unknown,"$120K +",34,24431,892,3457,66,0.037
711178383,47,M,2,Post-Graduate,Married,"$80K - $120K",35,30300,1166,4146,64,0.038
713213133,36,M,2,Graduate,Single,"$40K - $60K",36,6763,1660,4972,76,0.245
717756258,49,M,2,Unknown,Married,"$120K +",38,16494,1158,7761,84,0.07
718712583,44,M,2,Uneducated,Married,"$80K - $120K",33,34496,1665,8092,80,0.048
713894358,51,M,2,Post-Graduate,Unknown,"$80K - $120K",46,34516,814,7889,98,0.024
713664258,56,M,2,Unknown,Single,"$40K - $60K",48,14344,2014,7359,85,0.14
714713508,49,M,2,Doctorate,Divorced,"$80K - $120K",36,25178,1803,7836,87,0.072
809169858,62,M,2,Graduate,Single,"$60K - $80K",56,18224,1383,7728,93,0.076
816073983,53,F,2,College,Single,"Less than $40K",48,8259,1182,7957,88,0.143
773356008,57,M,2,Post-Graduate,Divorced,"$60K - $80K",51,5479,1200,7960,86,0.219
785515533,43,F,2,College,Married,"Less than $40K",37,5380,1337,8947,93,0.249
768805383,45,M,3,"High School",Married,"$60K - $80K",39,12691,777,1144,42,0.061
710930508,37,M,3,Uneducated,Single,"$60K - $80K",36,22352,2517,1350,24,0.113
816082233,35,M,3,Graduate,Unknown,"$60K - $80K",30,8547,1666,1311,33,0.195
753327333,41,M,3,Unknown,Married,"$80K - $120K",34,13535,1291,1028,21,0.095
784725333,41,M,3,"High School",Married,"$40K - $60K",33,4470,680,931,18,0.152
771071958,41,F,3,Graduate,Single,"Less than $40K",28,7768,1669,1051,22,0.215
827111283,45,M,3,Graduate,Single,"$80K - $120K",41,32426,578,1109,28,0.018
799723908,46,M,3,"High School",Married,"$80K - $120K",40,19458,1435,1217,27,0.074
714826758,37,F,3,Uneducated,Single,"Less than $40K",29,7038,1801,2339,57,0.256
715623483,47,M,3,Graduate,Married,"$60K - $80K",37,8567,1695,1457,41,0.198
719720058,44,M,3,"High School",Single,"$60K - $80K",31,12756,837,1413,14,0.066
802013583,56,M,3,College,Married,"$120K +",50,9689,2250,1158,19,0.232
708492558,42,M,3,Unknown,Married,"$60K - $80K",36,15088,865,1107,21,0.057
711844758,48,M,3,Graduate,Single,"$80K - $120K",35,13551,1294,1388,37,0.095
826762908,52,M,3,"High School",Unknown,"$80K - $120K",48,11976,1273,2089,36,0.106
771894558,50,M,3,"High School",Single,"$80K - $120K",39,9964,1559,1626,25,0.156
708296883,44,F,3,Graduate,Single,"$40K - $60K",38,11749,788,1178,27,0.067
820353558,41,F,3,"High School",Married,"$40K - $60K",36,9797,1434,1503,34,0.146
716264358,53,M,3,Uneducated,Married,"$80K - $120K",42,26792,1836,2398,47,0.069
715315833,51,M,3,Graduate,Married,"$80K - $120K",36,11106,2107,1243,24,0.19
709701558,47,M,3,Graduate,Married,"$60K - $80K",36,21331,1251,1460,50,0.059
779862408,49,M,3,Post-Graduate,Single,"$80K - $120K",33,6278,462,1087,33,0.074
714454758,57,F,3,Graduate,Married,"Less than $40K",47,6347,1594,1771,37,0.251
780466533,54,M,3,Doctorate,Married,"$120K +",41,21592,1676,1873,52,0.078
720476733,47,F,3,"High School",Married,"Less than $40K",34,6028,799,1002,22,0.133
712375758,53,M,3,Uneducated,Married,"$80K - $120K",43,16393,1423,1461,42,0.087
748326258,48,M,3,College,Married,"$80K - $120K",41,12302,1632,1483,41,0.133
805543158,52,M,3,Graduate,Married,"$120K +",47,11086,2207,1523,40,0.199
709752183,48,M,3,"High School",Single,"$60K - $80K",36,11432,2517,1374,37,0.22
794843883,41,M,3,"High School",Married,"$80K - $120K",35,34516,1202,1353,33,0.035
803043933,44,F,3,Uneducated,Divorced,"Less than $40K",38,11127,1835,1546,25,0.165
719437908,44,M,3,Post-Graduate,Divorced,"$80K - $120K",36,17965,1644,1767,50,0.092
709703433,47,M,3,Graduate,Married,"$60K - $80K",38,21304,1532,1770,25,0.072
719731458,56,M,3,Unknown,Unknown,"$40K - $60K",46,2910,709,1192,27,0.244
718464258,51,F,3,Unknown,Unknown,"Less than $40K",25,9512,1082,1007,22,0.114
807226683,48,M,3,Unknown,Single,"$40K - $60K",43,5279,1115,1642,41,0.211
715050408,41,M,3,"High School",Single,"$80K - $120K",36,8029,1576,1094,32,0.196
715120608,44,M,3,Graduate,Single,"$60K - $80K",37,14546,1703,1273,27,0.117
754897008,46,M,3,"High School",Single,"$40K - $60K",39,9432,1418,1319,26,0.15
720248208,47,M,3,Post-Graduate,Divorced,"$60K - $80K",37,5731,1577,1554,26,0.275
717401883,35,M,3,Uneducated,Married,"$60K - $80K",22,6985,1130,1694,44,0.162
708820308,47,M,3,Post-Graduate,Unknown,"$80K - $120K",36,13399,2505,1326,31,0.187
711857733,49,M,3,Uneducated,Single,"$60K - $80K",32,18584,2517,1330,34,0.135
716455683,40,F,3,"High School",Single,"Less than $40K",36,15534,726,1279,28,0.047
715699983,56,M,3,"High School",Married,"$60K - $80K",36,9226,1233,1626,29,0.134
716545383,42,M,3,Uneducated,Single,"$40K - $60K",36,9599,1554,1154,38,0.162
821837958,43,M,3,College,Unknown,"$80K - $120K",39,24850,1662,1226,25,0.067
778871508,54,M,3,Post-Graduate,Single,"$60K - $80K",35,13048,1954,1170,24,0.15
710147958,47,M,3,"High School",Married,"$40K - $60K",36,16138,1249,1198,33,0.077
718927533,45,M,3,Graduate,Single,"$80K - $120K",32,24487,2517,1512,42,0.103
772308408,44,M,3,Graduate,Single,"$80K - $120K",33,4131,785,906,22,0.19
790099758,40,M,3,"High School",Married,"$40K - $60K",33,6884,1001,975,11,0.145
721469433,48,M,3,Graduate,Single,"$40K - $60K",36,6880,1390,1784,35,0.202
788386908,48,M,3,Graduate,Unknown,"$80K - $120K",41,34516,1531,1156,29,0.044
718349058,49,M,3,"High School",Married,"$80K - $120K",39,29659,1143,1193,21,0.039
720115683,47,M,3,Uneducated,Married,"$80K - $120K",36,29770,1565,1774,42,0.053
801383808,50,M,3,Graduate,Single,"$60K - $80K",44,23090,839,1198,24,0.036
779912283,49,F,3,Graduate,Single,"$40K - $60K",33,9995,1713,1172,38,0.171
721375308,48,M,3,"High School",Married,"$80K - $120K",36,30579,1351,1289,19,0.044
711374283,47,M,3,"High School",Single,"$80K - $120K",42,24480,1923,1416,32,0.079
754886958,48,F,3,College,Divorced,"$40K - $60K",41,9336,1672,1391,39,0.179
710558883,41,M,3,Uneducated,Married,"$60K - $80K",36,17391,1044,1248,27,0.06
819352983,49,M,3,Unknown,Unknown,"$120K +",44,21620,2008,1300,33,0.093
827332983,46,M,3,"High School",Single,"$80K - $120K",42,34516,2113,1362,31,0.061
793581933,50,M,3,"High School",Single,"$40K - $60K",44,19853,1513,1878,55,0.076
717049533,39,F,3,Doctorate,Unknown,"$40K - $60K",28,7262,1466,1438,28,0.202
719366358,51,M,3,"High School",Married,"$120K +",40,7319,1692,1233,29,0.231
710955633,54,F,3,Doctorate,Single,"Less than $40K",42,9256,1999,1446,37,0.216
708864708,46,M,3,College,Unknown,"$80K - $120K",36,24869,1729,1409,36,0.07
710541858,45,M,3,"High School",Married,"Less than $40K",33,7717,1430,1248,37,0.185
711526533,33,M,3,Post-Graduate,Married,"$80K - $120K",25,16434,2104,1726,37,0.128
804403908,50,M,3,Graduate,Single,"$60K - $80K",45,21872,1118,1806,31,0.051
787599258,55,F,3,Graduate,Single,"Less than $40K",29,7361,1309,1175,34,0.178
717713283,42,F,3,Graduate,Married,"Less than $40K",33,8628,1077,1675,58,0.125
711628458,45,F,3,Graduate,Married,"Less than $40K",31,8829,901,1902,45,0.102
802276683,56,M,3,Graduate,Married,"$80K - $120K",50,8022,1372,1794,31,0.171
780913308,43,M,3,Unknown,Single,"$60K - $80K",34,13771,2517,1510,42,0.183
720916683,41,M,3,Graduate,Single,"$80K - $120K",26,11806,1811,1465,31,0.153
720923658,48,M,3,Post-Graduate,Single,"$60K - $80K",39,4734,954,1570,45,0.202
719085933,35,M,3,Graduate,Single,"$80K - $120K",24,23561,864,2447,64,0.037
715124958,50,M,3,Uneducated,Single,"$80K - $120K",36,24742,1676,1306,31,0.068
712797258,43,M,3,Graduate,Married,"$120K +",33,34516,2129,1463,38,0.062
718888308,53,M,3,Graduate,Single,"$80K - $120K",36,34516,2517,1475,33,0.073
827108583,55,M,3,"High School",Single,"$120K +",51,34516,1266,1161,26,0.037
787833333,44,M,3,College,Unknown,"$80K - $120K",35,6361,1292,1571,38,0.203
712650333,48,M,3,College,Married,"$60K - $80K",37,11959,1665,1191,40,0.139
709990983,49,F,3,Post-Graduate,Married,"$40K - $60K",36,5918,842,1292,26,0.142
713861733,50,M,3,Graduate,Divorced,"$80K - $120K",36,34516,1542,1770,65,0.045
779791008,43,M,3,"High School",Married,"$80K - $120K",32,5851,1660,1572,38,0.284
709117533,42,M,3,"High School",Single,"$80K - $120K",36,21134,1508,1556,35,0.071
772782708,50,M,3,Post-Graduate,Single,"$80K - $120K",40,31383,1688,1721,56,0.054
710722908,53,M,3,Doctorate,Single,"$120K +",36,30883,1694,1267,23,0.055
795155433,45,M,3,Unknown,Married,"$80K - $120K",38,12918,1345,1562,33,0.104
710831133,42,M,3,Unknown,Married,"$80K - $120K",36,18085,1487,1582,47,0.082
718064283,46,M,3,Uneducated,Divorced,"$60K - $80K",34,11501,713,1481,41,0.062
709207458,44,M,3,Graduate,Married,"$40K - $60K",27,10747,1603,1340,25,0.149
716343408,46,M,3,Graduate,Divorced,"$80K - $120K",38,8475,1385,1381,40,0.163
720718908,46,M,3,Uneducated,Single,"$120K +",36,26977,1961,1958,41,0.073
787595658,57,F,3,Unknown,Single,"Less than $40K",29,8801,1421,1104,31,0.161
717028158,53,M,3,Graduate,Married,"$120K +",44,12163,2082,2649,56,0.171
719885883,53,M,3,College,Single,"$120K +",36,34516,1901,1497,43,0.055
780713058,46,M,3,"High School",Married,"$60K - $80K",35,14701,1635,3490,69,0.111
767753958,37,M,3,Graduate,Unknown,"$40K - $60K",31,8504,1956,1881,51,0.23
709217358,40,M,3,Post-Graduate,Married,"$80K - $120K",36,20371,1832,1665,45,0.09
716580033,53,M,3,"High School",Married,"$120K +",36,21178,1796,1872,59,0.085
713756508,46,M,3,Graduate,Divorced,"Less than $40K",36,4213,997,1264,30,0.237
824807658,45,M,3,Graduate,Married,"$60K - $80K",41,9106,2477,1239,33,0.272
824782008,42,M,3,"High School",Unknown,"$60K - $80K",38,10239,510,1228,26,0.05
717127083,37,M,3,Graduate,Married,"$120K +",25,15017,1733,2076,58,0.115
714244383,39,M,3,College,Unknown,"$80K - $120K",36,33406,1692,1529,30,0.051
720352533,43,M,3,"High School",Unknown,"$60K - $80K",36,20811,1425,1483,38,0.068
708431433,41,M,3,Graduate,Married,"$120K +",31,11789,1420,1463,32,0.12
709979583,54,M,3,Graduate,Married,"$120K +",46,34516,854,1999,54,0.025
720650208,40,F,3,College,Unknown,"$40K - $60K",22,12588,2005,1561,26,0.159
719412258,39,F,3,Graduate,Single,"Less than $40K",30,5202,815,1558,48,0.157
717683583,39,M,3,"High School",Single,"$60K - $80K",36,6929,1691,1388,27,0.244
718595583,55,M,3,Graduate,Married,"$80K - $120K",36,25878,1733,1777,54,0.067
711999783,41,M,3,Uneducated,Married,"$80K - $120K",31,4740,1348,1406,23,0.284
711648708,44,M,3,Graduate,Married,"$80K - $120K",36,25666,756,4088,84,0.029
713149683,44,F,3,College,Single,"Less than $40K",24,9297,1668,1264,31,0.179
740852733,49,M,3,"High School",Married,"$80K - $120K",42,10155,1805,1685,49,0.178
715127208,48,M,3,Doctorate,Divorced,"$120K +",36,34516,2517,1699,48,0.073
790128033,54,M,3,"High School",Single,"$80K - $120K",47,16494,1348,1302,36,0.082
796990908,35,M,3,Post-Graduate,Single,"$80K - $120K",29,34516,1872,2227,61,0.054
783020958,39,M,3,Unknown,Married,"$80K - $120K",33,18582,794,1836,46,0.043
715764483,53,F,3,"High School",Unknown,"Less than $40K",37,7202,974,1397,33,0.135
787547208,48,F,3,College,Single,"Less than $40K",38,7326,1710,1852,62,0.233
767653233,48,M,3,Graduate,Married,"$60K - $80K",42,6085,930,3154,59,0.153
772794108,46,F,3,Doctorate,Single,"Less than $40K",36,2201,651,3165,65,0.296
713735508,35,M,3,Uneducated,Married,"$80K - $120K",25,11927,675,1986,36,0.057
720836808,35,M,3,"High School",Single,"$80K - $120K",28,11521,1147,2260,68,0.1
715241583,34,M,3,"High School",Married,"$120K +",25,23959,2517,1870,45,0.105
710475408,33,M,3,"High School",Married,"$60K - $80K",25,14918,2028,2171,35,0.136
715973583,56,M,3,Uneducated,Married,"$120K +",36,34516,1047,1378,30,0.03
711595833,46,M,3,College,Married,"$60K - $80K",36,9981,807,1456,30,0.081
711498258,54,M,3,"High School",Married,"$120K +",42,20311,1655,1266,34,0.081
789415983,36,M,3,Graduate,Married,"$60K - $80K",27,12397,1001,1888,42,0.081
710944608,39,M,3,Graduate,Unknown,"$80K - $120K",31,8434,2222,1414,27,0.263
718444233,45,M,3,Graduate,Married,"$60K - $80K",25,9791,1311,1649,59,0.134
715640358,43,M,3,"High School",Single,"$40K - $60K",36,4112,768,1334,40,0.187
807044958,34,M,3,"High School",Married,"$40K - $60K",29,2937,869,2171,45,0.296
718068933,36,F,3,Uneducated,Single,"Less than $40K",36,5750,1521,2155,61,0.265
824157858,58,M,3,Graduate,Married,"$80K - $120K",54,18713,1022,1524,42,0.055
814593858,58,M,3,"High School",Single,"$120K +",53,6103,1798,1468,34,0.295
708931908,48,M,3,"High School",Single,"$40K - $60K",36,7400,636,1568,51,0.086
710043408,49,M,3,Graduate,Married,"$80K - $120K",37,15610,2048,1916,58,0.131
716334258,49,F,3,Uneducated,Divorced,"$40K - $60K",36,5238,1365,1834,43,0.261
715065483,45,F,3,Graduate,Divorced,"Less than $40K",36,8121,1595,1914,45,0.196
708860358,38,M,3,"High School",Married,"$80K - $120K",22,6361,694,1499,31,0.109
719049033,53,M,3,"High School",Married,"$120K +",44,14057,1655,2073,60,0.118
803833608,40,M,3,Uneducated,Single,"$40K - $60K",33,21308,564,1322,38,0.026
713126733,56,M,3,College,Married,"$120K +",43,17539,2517,1220,30,0.144
711876333,53,M,3,Graduate,Married,"$80K - $120K",36,7290,2151,1312,29,0.295
710227908,37,F,3,Graduate,Single,"Less than $40K",36,6077,1397,2837,74,0.23
769751958,55,M,3,Unknown,Married,"$120K +",49,9926,2018,2235,57,0.203
713075283,51,M,3,"High School",Single,"$120K +",36,20741,2504,1818,51,0.121
720677733,40,M,3,Graduate,Married,"$80K - $120K",36,34516,1002,2579,68,0.029
773297508,34,M,3,College,Married,"$80K - $120K",28,24765,1999,1544,36,0.081
719999508,37,M,3,Unknown,Married,"$60K - $80K",24,11894,816,2438,45,0.069
717098208,48,M,3,Unknown,Married,"$80K - $120K",41,5848,950,1961,51,0.162
716998608,48,M,3,Graduate,Unknown,"$60K - $80K",36,6703,1252,1843,44,0.187
772086408,38,M,3,"High School",Single,"$80K - $120K",27,6162,943,1527,35,0.153
708597558,42,M,3,"High School",Single,"$60K - $80K",36,3337,795,3951,68,0.238
712655583,41,M,3,Graduate,Married,"$40K - $60K",32,6425,915,2036,44,0.142
713016633,47,M,3,"High School",Single,"$60K - $80K",36,5344,1582,1984,36,0.296
716038533,42,F,3,Graduate,Unknown,"Less than $40K",32,7169,902,1438,35,0.126
711776433,37,M,3,Uneducated,Single,"$80K - $120K",26,23622,1153,2574,65,0.049
720462633,43,F,3,Uneducated,Single,"Less than $40K",29,4138,643,1827,49,0.155
712392108,51,M,3,"High School",Married,"$60K - $80K",36,10305,691,1451,25,0.067
813964383,35,M,3,Graduate,Single,"$40K - $60K",30,8969,1226,2568,59,0.137
719854008,47,M,3,Unknown,Single,"$40K - $60K",36,5154,1407,1694,32,0.273
790102008,37,M,3,Doctorate,Single,"$60K - $80K",30,5924,1023,3305,80,0.173
768582033,47,M,3,"High School",Married,"$40K - $60K",41,6692,1897,3902,76,0.283
719283633,57,F,3,Uneducated,Married,"$40K - $60K",49,7578,1628,1325,29,0.215
779653458,37,M,3,Graduate,Married,"$80K - $120K",20,8260,2077,2323,47,0.251
718772133,56,M,3,Graduate,Married,"$80K - $120K",47,10230,1082,1484,34,0.106
713769258,36,M,3,College,Married,"$120K +",26,17116,939,2547,45,0.055
721310283,47,M,3,Graduate,Single,"$120K +",36,34516,933,1804,32,0.027
711615933,43,M,3,Graduate,Married,"$80K - $120K",33,28170,1859,1013,28,0.066
720191883,45,M,3,"High School",Single,"$60K - $80K",35,7050,659,1236,36,0.093
714473658,42,M,3,Graduate,Single,"$40K - $60K",30,8960,1054,1488,26,0.118
817142433,35,M,3,Graduate,Married,"$80K - $120K",20,8082,2307,1725,29,0.285
716993058,57,M,3,Unknown,Divorced,"$60K - $80K",48,24589,1640,4291,78,0.067
780998133,43,M,3,Graduate,Married,"$80K - $120K",34,10540,1489,1980,45,0.141
788474658,55,M,3,Graduate,Married,"$80K - $120K",48,16208,1278,1842,56,0.079
715057383,40,M,3,Graduate,Married,"$60K - $80K",31,17126,1201,3891,79,0.07
715168008,36,M,3,Graduate,Divorced,"$40K - $60K",28,8995,1547,2398,61,0.172
709000008,45,M,3,Unknown,Single,"$80K - $120K",37,10651,672,2073,54,0.063
709025583,53,M,3,"High School",Married,"$80K - $120K",36,9355,715,1138,38,0.076
787494783,58,M,3,"High School",Married,"$60K - $80K",46,8184,1205,2140,49,0.147
710297133,47,M,3,"High School",Married,"$80K - $120K",36,30210,1194,3503,65,0.04
708580908,56,M,3,"High School",Married,"$60K - $80K",37,14551,2517,1373,35,0.173
719506983,52,M,3,Graduate,Married,"$80K - $120K",42,17302,1339,1181,30,0.077
714804483,48,M,3,College,Divorced,"$40K - $60K",36,12159,1665,1426,34,0.137
715310208,53,M,3,Uneducated,Married,"$80K - $120K",36,11450,2129,2197,45,0.186
711315783,53,M,3,Graduate,Married,"$40K - $60K",43,7451,683,2165,49,0.092
716447733,32,M,3,Graduate,Married,"$40K - $60K",18,6407,963,1921,43,0.15
713108433,53,M,3,College,Married,"$80K - $120K",40,6052,1720,1476,37,0.284
789607983,38,M,3,"High School",Married,"$40K - $60K",32,8603,1046,1758,40,0.122
814312308,54,F,3,Uneducated,Married,"$40K - $60K",49,5335,1373,1435,29,0.257
711032058,34,M,3,"High School",Single,"$80K - $120K",21,34516,2517,2901,75,0.073
717495258,34,M,3,Uneducated,Married,"$80K - $120K",25,9131,916,1893,36,0.1
708243483,53,M,3,College,Married,"$120K +",43,14938,1155,2248,51,0.077
709185108,38,M,3,"High School",Married,"$60K - $80K",26,5824,1542,1801,44,0.265
713331408,35,M,3,Uneducated,Married,"$40K - $60K",36,8682,1647,1792,36,0.19
714138408,49,M,3,"High School",Married,"$60K - $80K",39,9264,629,4107,79,0.068
718970058,38,M,3,Unknown,Married,"$120K +",33,30746,1168,1519,43,0.038
710023233,36,M,3,Graduate,Single,"$120K +",36,24457,1300,2739,65,0.053
789101883,32,M,3,Unknown,Single,"$120K +",20,14244,1673,2729,66,0.117
801048483,34,M,3,Uneducated,Divorced,"$120K +",28,9180,1814,2646,49,0.198
711913833,37,M,3,Graduate,Married,"$40K - $60K",36,8818,1437,1865,31,0.163
715413483,44,F,3,Graduate,Single,"Less than $40K",36,4066,1028,3888,77,0.253
772637058,34,M,3,Uneducated,Married,"$60K - $80K",24,8167,1740,2141,51,0.213
718423533,57,M,3,College,Unknown,"$60K - $80K",50,16791,1181,2983,74,0.07
710567508,53,M,3,"High School",Married,"$80K - $120K",44,23462,2202,1387,33,0.094
779598183,53,M,3,Unknown,Single,"$60K - $80K",42,22938,1700,3428,54,0.074
719568333,39,M,3,Unknown,Single,"$80K - $120K",36,34516,1900,1668,36,0.055
804310758,58,M,3,Graduate,Married,"$120K +",52,17934,1578,2005,48,0.088
780094008,55,M,3,Doctorate,Married,"$120K +",40,12875,1119,1624,40,0.087
751469808,36,M,3,Graduate,Married,"$120K +",29,12852,1945,1606,33,0.151
716207508,36,M,3,"High School",Married,"$60K - $80K",36,5497,1517,1981,38,0.276
709473708,39,M,3,Graduate,Married,"$80K - $120K",31,30753,1661,1780,33,0.054
718162908,55,M,3,College,Married,"$80K - $120K",42,26101,614,1472,48,0.024
794551383,50,F,3,College,Single,"Less than $40K",32,4419,1218,4535,75,0.276
717310458,35,F,3,Graduate,Single,"Less than $40K",27,5780,938,2960,65,0.162
719233833,35,F,3,"High School",Married,"Less than $40K",23,3073,526,1944,55,0.171
716864733,47,M,3,College,Married,"$120K +",27,34516,2315,1805,46,0.067
718618458,38,M,3,"High School",Single,"$60K - $80K",25,9859,1305,4345,72,0.132
711129483,45,M,3,Graduate,Married,"$60K - $80K",36,14593,1504,3447,72,0.103
797757333,43,M,3,Post-Graduate,Married,"$60K - $80K",37,34516,1580,4149,86,0.046
769756983,38,M,3,Graduate,Married,"$60K - $80K",32,7709,2227,2520,61,0.289
716869458,34,F,3,College,Single,"Less than $40K",36,7440,704,2251,63,0.095
711906033,48,F,3,Graduate,Unknown,"Less than $40K",36,6182,1131,3546,63,0.183
790186458,45,M,3,Uneducated,Single,"$80K - $120K",39,17996,864,1589,30,0.048
779174133,56,M,3,Uneducated,Married,"$120K +",43,5188,753,1540,30,0.145
766322883,33,F,3,College,Single,"$40K - $60K",26,6316,1344,2401,71,0.213
714935883,45,M,3,Uneducated,Married,"$40K - $60K",36,10619,607,4074,65,0.057
718920708,35,M,3,Graduate,Married,"$60K - $80K",25,5240,1451,2172,38,0.277
771051783,53,M,3,"High School",Married,"$120K +",40,4182,741,1297,24,0.177
716400633,33,M,3,"High School",Single,"$40K - $60K",24,5156,1427,2057,54,0.277
710982858,33,F,3,Graduate,Single,"$40K - $60K",36,8232,2259,2849,67,0.274
715749108,48,M,3,Graduate,Married,"$60K - $80K",37,34516,2429,3205,57,0.07
719706483,33,M,3,"High School",Married,"$120K +",20,27499,1188,2202,46,0.043
712206858,39,M,3,Graduate,Married,"$120K +",36,32964,2231,3094,45,0.068
715883358,52,M,3,College,Married,"$80K - $120K",39,18352,1509,1454,29,0.082
708823908,41,M,3,Graduate,Single,"$60K - $80K",28,16443,1363,4252,64,0.083
716713533,53,M,3,Post-Graduate,Single,"$80K - $120K",44,19063,1236,3393,58,0.065
714909108,33,F,3,Graduate,Single,"Less than $40K",36,4838,1338,2641,67,0.277
709126833,42,M,3,College,Unknown,"$120K +",36,21670,2183,4121,81,0.101
715731033,50,M,3,Graduate,Single,"$120K +",42,33996,949,3569,77,0.028
815727183,36,M,3,"High School",Single,"$80K - $120K",31,5228,1443,2683,62,0.276
712141683,48,F,3,"High School",Single,"Less than $40K",28,2944,753,3457,61,0.256
821163408,41,M,3,Unknown,Married,"$80K - $120K",37,16954,1588,3411,60,0.094
807237783,50,M,3,Uneducated,Single,"$60K - $80K",45,20437,1020,4166,66,0.05
714199983,48,M,3,Uneducated,Single,"$60K - $80K",40,34516,2317,3927,68,0.067
771032658,54,M,3,Unknown,Married,"$80K - $120K",41,10448,1569,1604,39,0.15
712255458,37,M,3,"High School",Single,"$60K - $80K",36,8418,2051,2879,63,0.244
714178458,45,M,3,Post-Graduate,Married,"$80K - $120K",35,20640,1603,1792,53,0.078
797468658,53,M,3,"High School",Married,"$120K +",47,19081,2431,1536,31,0.127
712658283,36,F,3,Graduate,Single,"$40K - $60K",28,3701,969,3222,86,0.262
768886533,37,M,3,Graduate,Married,"$60K - $80K",31,4940,1199,3246,57,0.243
798558783,47,M,3,Graduate,Married,"Less than $40K",41,5833,1747,3732,75,0.3
713644758,49,M,3,Graduate,Single,"$120K +",36,8514,2013,4098,74,0.236
755399433,43,M,3,Uneducated,Married,"$80K - $120K",36,28634,926,4549,68,0.032
771829758,36,M,3,Uneducated,Married,"$80K - $120K",25,21434,1345,2143,46,0.063
720409608,45,M,3,"High School",Married,"$120K +",35,32446,1974,1717,39,0.061
715455708,47,M,3,Graduate,Single,"$80K - $120K",37,5116,1468,2361,49,0.287
719234883,57,M,3,Graduate,Single,"$120K +",49,32676,2134,3990,88,0.065
792272658,40,M,3,Graduate,Single,"$80K - $120K",34,22380,1220,3756,73,0.055
809818008,36,M,3,Uneducated,Married,"$80K - $120K",31,12893,1620,2300,60,0.126
711835758,50,M,3,Graduate,Married,"$120K +",42,34516,2099,1756,35,0.061
712936908,36,M,3,Unknown,Single,"$60K - $80K",36,11684,1786,2969,88,0.153
771725808,43,M,3,Uneducated,Unknown,"$80K - $120K",31,28700,769,3395,71,0.027
714392808,51,M,3,Unknown,Married,"$80K - $120K",43,13933,1019,3504,62,0.073
772449858,51,M,3,Graduate,Divorced,"$40K - $60K",41,7570,1388,3849,70,0.183
720132258,49,M,3,Post-Graduate,Single,"$120K +",36,34516,1323,3422,78,0.038
